reviews,class
"until i saw the night of the hunter , it had been a long time since i had gasped while watching a movie . 
",positive
"jamaica is a hot vacation spot . 
",positive
"denzel washington is among the many actors this holiday season to give very impressive milestone performances . 
",positive
"[note : after claiming otherwise , my appetite was indeed whetted by kenneth branagh's hamlet to search out other attempts to translate shakespeare to film in hopes of finding a better mousetrap . 
",positive
"the happy bastard's quick movie review 
",positive
"one of the funniest carry on movies and the third with a medical setting . 
",positive
"whenever writer/director robert altman works in a specific genre , he has the tendency to rewrite it on his own terms . 
",positive
" "" remember what the mpaa says : horrific and deplorable violence is ok as long as you don't say any naughty words . "" 
",positive
"for this review and more , visit clear illusions ( www . clearillusions . com ) 
",positive
"errol morris , critically acclaimed director of the 1997 documentary fast , cheap and out of control , vaults to new heights with mr . 
",positive
"summary five liberal iowa graduate students share a house and carry on a tradition of a large sunday dinner . 
",positive
"i can already feel the hate letters pouring in on this one , folks . 
",positive
"hollywood is a pimp . 
",positive
"back in 1998 dreamworks unveiled their first computer animated movie "" antz "" . 
",positive
" "" say , any of you know how to madison ? "" 
",positive
"in "" magic town "" , jimmy stewart is in peak form playing a pollster who heads to a "" perfect "" town to gauge their reactions on the sorts of issues that only poll-takers care about . 
",positive
"kevin smith is like a big kid . 
",positive
"review : ghost dog : the way of the samurai ( 1999 ) 
",positive
"i rented "" brokedown palace "" last night blind , having heard nothing about it beforehand , and i enjoyed it immensely despite some flaws . 
",positive
"everyone's heard about this movie , and more specifically , * the * scene . 
",positive
"in october of 1997 , audiences were dazzled by the horror surprise hit i know what you did last summer . 
",positive
"brian depalma needs a hit * really * badly . 
",positive
"i've never been a huge fan of jeff bridges , but i loved him in the big lebowski . 
",positive
"synopsis : captain picard and the crew of the starship enterprise disobey federation orders and defend a peaceful community of 600 , the ba'ku , from the evil admiral dougherty and ru'afro . 
",positive
"us critic-type people are always shaking our heads and telling everyone that movies aren't thrill rides , but i think that "" back to the future ii "" is one of the few exceptions . 
",positive
"magnolia left me relling from the theatre , staggering from the relentless assault of an adventurous director reveling in his craft . 
",positive
"a group of high school kids mix up with a group of hip-hop artists as a documentarian strives to discover why today's youth seem attracted to black culture . 
",positive
"one year has passed since the last time we saw them , and but wayne campbell and garth algar are back but , they've moved out of their parents homes , and now have their own pad in an abandoned warehouse . 
",positive
"john carpenter directed this stylish and gory vampire flick to which has it's good side and it's bad . 
",positive
"in the wake of the smashing success of "" rumble in the bronx , "" it's looking more and more likely that more jackie chan films will see american release . 
",positive
"at first glance , three kings looks to be just another war movie , the 90s version of all those favourite war movies with names i cannot remember . 
",positive
"mickey mouse had better watch his back -- there's a new critter in town , and he's the nameless animal attraction of "" mouse hunt , "" dreamworks skg's clever first foray into family fare . 
",positive
"a miracle of filmmaking , "" some like it hot "" is a brilliant film , and maybe the foremost example of slapstick comedy brought to screen with clever sight gags and plot twists . 
",positive
"a welcome cinematic trend over the past couple of years has been to make the works of shakespeare more accessible to the younger audiences who are the vast majority of moviegoers by contemporizing the bard and altering the settings to familiar surroundings . 
",positive
"there is a scene early in soul food , george tillman's comedy-drama about a large african-american family and the ordeals they go through during a crisis , that caught me completely off guard . 
",positive
"director david fincher has such an eye for detail which is very rare in hollywood these days ( terry gilliam comes to mind as another one ) . 
",positive
"originally launched in 1978 , this popular film was re-introduced in 1998 to a whole new generation of moviegoers . 
",positive
"set in the late 80's at the height of yuppie excess and based on the book by bret easton ellis ( who explored the same themes in another book which was also made into a movie , less than zero ) , american psycho puts a new spin on the yuppie "" genre "" that ellis helped to create . 
",positive
"ever wonder what happened to gabe kaplan ? 
",positive
"did you ever wonder if dennis rodman was actually from this planet ? 
",positive
"i feel no hesitation in saying that "" there's something about mary "" is the best film that i will see all year . 
",positive
" "" i'd rather die today and go to heaven than live to be a hundred and go to hell , "" earnestly proclaims the pentecostal preacher . 
",positive
"one of the best movies i've ever seen . 
",positive
"this reviewer is ignorant of what hands were responsible for delivering the original version of the abyss in 1989 . 
",positive
"i have a soft spot in my heart for pure , amoral sleaze . 
",positive
"tarzan chad'z = good ) 1999 , g , 90 minutes [1 hour , 30 minutes] [animated - adventure/drama] starring the voices of : tony goldwyn ( tarzan ) , minnie driver ( jane porter ) , lance henriksen ( kerchak ) , brian blessed ( clayton ) ; written by tab murphy , bob tzudiker , noni white ; produced by bonnie arnold ; directed by chris buck , kevin lima ; based on the story `tarzan of the apes' and characters created by edgar rice burroughs . 
",positive
"i've always been told that there are two things in life that are unavoidable - death and taxes . 
",positive
"it was a crazy time in france , what with the french revolution right around the corner . 
",positive
"what surprises me most about the long-awaited batman is that the movie centers not on the caped crusader but on the joker . 
",positive
"casting "" doogie howser "" star neil patrick harris as mind-reading military intelligence is only one of the guilty pleasures of "" starship troopers , "" a hugely entertaining , mega-budgeted sci-fi yarn directed by paul verhoeven , who's making quite a recovery from his 1995 g-string epic "" showgirls . "" 
",positive
"historical epic as a genre was almost banished from hollywood in early 1990s . 
",positive
"if you had a chance to create a genetically perfect child , would you do it ? 
",positive
"in one scene from "" the people vs . 
",positive
"we all know the fate of "" child's play , "" which is the same for almost any film these days that does marginally well financially : sequel hell . 
",positive
"director : penelope spheeris ( decline of western civilization ii - the : metal years , dudes , & suburbia ) 
",positive
"natural born killers is really a very simple story that , in essence , has already been told in bonnie & clyde with some major variations in emphasis , mood and degree . 
",positive
"the bond series is an island in the film world ; where else would we look forward to cliches , and all of the other things that occur in most of these films ? 
",positive
"this sometimes-tedious and often-moving documentary charts the life and times of anne frank , the young diarist and most-famous victim of adolph hitler . 
",positive
"john sayles' "" men with guns "" is about what happens to a society when brute force and constant threat of violence are the only means of gaining and maintaining power . 
",positive
"plot : during a 10-week span in london in the fall of 1888 , jack the ripper , a man whose identity was never uncovered , committed five ritualistic , grisly murders of prostitutes . 
",positive
"in `enemy at the gates' , jude law is a gifted russian sniper made hero by a political officer named danilov ( joseph fiennes ) who uses him in a propaganda newspaper to raise the hopes of the soldiers and people of stalingrad . 
",positive
"it's been a good long while since we had a good old fashioned thriller , where mostly everything goes right for the audience and wrong for the characters , but it's been even longer since i saw a thriller that actually * shock * cared for the characters , not merely judged them but actually allowed their human foibles , flaws , and strengths to emerge so radiantly . 
",positive
"some of my friends who went to live in usa complain about one thing - that country is very different from the one depicted in hollywood movies . 
",positive
"vampire lore and legend has always been a popular fantasy element , substantiated by not only the sheer number of movies about the subject , but also the proliferation of cults and sects of adherents . 
",positive
"if the current trends of hollywood filmmaking continue , we are probably five or six years away from the moment when the 1980s would become the next golden age of movie nostalgia . 
",positive
"jean-luc picard ( patrick stewart ) and the rest of the crew of the u . s . s . 
",positive
"the promotion for fear and loathing in las vegas ? has made the film out to be a comedy , and for about the first hour or so it seems like it might be one . 
",positive
"james cmaeron's breakthrough feature was the first of his films to showcase his obsession with technology and more specfically technology run amok . 
",positive
"it might surprise some to know that joel and ethan coen , who have brought such unabated lunacy to our movie screens as "" raising arizona "" and "" the hudsucker proxy , "" made their feature film debut with "" blood simple , "" a grim and often gruesome tale of revenge , murder , and literally fatal misconceptions in rural texas . 
",positive
"kirk douglas is one of those rare american actors who can say more with a simple glance than most can say with pages of dialogue . 
",positive
" "" a man is not a man without eight taels of gold . "" 
",positive
"the summer movie season is always the biggest and brightest season for movies throughout the year . 
",positive
"jacques tati's 1953 classic "" les vacances de m . hulot "" ( also known as "" mr . hulot's vacation , "" in english ) ought to be the textbook on how to do non ? dialogue comedy in film . 
",positive
"i had lost all faith in pg-13 movies that are intended for teenagers and adults . 
",positive
"the 1990s produced two brilliant science fiction films . 
",positive
"finding the courage to face life full-on is a difficult task . 
",positive
"bruce willis stars as malcolm , an award winning child psychologist who discovers one night that one of his former patients is still suffering from inner demons . 
",positive
"i suppose an argument could be made that toy story is one of those films that didn't need a sequel . 
",positive
"tone alone cannot sustain a film , but it can go a long way . 
",positive
"hollywood has a . 750 
",positive
"synopsis : rumored to be about a true person , the story of mulan has circulated in oral tradition for over a thousand years , and has inspired operas , literature , and even coinage . 
",positive
"if you've ever perused my college comedy diary "" another year in the life of a nerd "" ( i never run out of cheap plugs ) , you know i didn't get along with my first-semester roommate too well . 
",positive
"capsule : the director of cure brings a weird and very complex concept to the screen . 
",positive
"when i first heard that disney's next animated feature was going to be tarzan , i was almost horrified . 
",positive
"the opening crawl tells us that the galaxy is in turmoil over the taxation of trade routes , and the greedy trade federation has used it's armada of powerful space battleships to blockade the planet naboo . 
",positive
"in december of 1996 , a little movie called "" scream , "" was released , became a box-office smash , and resurrected films targeted at teens . 
",positive
"the last steve martin film i saw , the spanish prisoner , was a very different approach for the comic actor . 
",positive
"whenever studio executives try to combine the successful formula of two blockbuster films , the end result is always a mess of a script , acting , directing , and generally a waste of time for any audience with an average iq above 40 . 
",positive
"along his carreer , mel gibson has collected several successes , not only from an economic point of view but also from an artistic point of view . 
",positive
"renown surrealist director , the 77-year-old frenchman alain resnais ( hiroshima , mon amour/last year at marienbad/m ? lo ) , has created a lighthearted musical played as an homage to britisher dennis potter and his pennies from heaven ( 1978 tv serial , 1981 movie ) and the singing detective ( 1986 ) . 
",positive
"in 1987 the stock market crashed , and oliver stone's wall street was released to critical acclaim and packed movie houses . 
",positive
"look back at all the times in your life when there was a fork in the path to the future . 
",positive
"three things i learned from "" being john malkovich "" : when getting on the elevator for your first day of work on the 7 1/2th floor of a building , always bring your crowbar ; don't stand in the way of your wife's actualization as a man ; and , whenever entering a portal into the mind of another human being , wear old clothes , because , hey , it's muddy in there . 
",positive
"in my reviews i try to make gentle recommendations rather than telling you what to see or what not to see . 
",positive
"'pleasantville' ( 1998 ) taps into hollywood's lack of integrity with subtle messages that can be easily missed 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
"plot : a big-time momma's boy can't seem to leave his mother's crib and make good on the babies that he himself has produced in the world . 
",positive
"it is an understood passion and an understood calm . 
",positive
"capsule : bleak and point-blank -- just the way it should be . 
",positive
"you don't have to know poker to like "" rounders , "" but it might help . 
",positive
"melvin van peebles' "" sweet sweetback's baadasssss song "" was a watershed moment in the history of american cinema and the black movement . 
",positive
"there seem to be two reactions to dark city . 
",positive
"for the first reel of girls town , you just can't get over lili taylor . 
",positive
" "" the fighting sullivans "" contains a major plot development in the last ten minutes that every movie guide has seen fit to give away . 
",positive
"big courtroom thrillers have always captivated america . 
",positive
"time bandits , from director terry gilliam , is a very different fantasy action/adventure movie about a group of time-traveling dwarves , led by randall ( david rappaport ) , who have stolen a map of the universe . 
",positive
"it seemed wholly appropriate that at a weekend screening of "" the horse whisperer , "" the start of the film was delayed some twenty minutes due to "" projection difficulties . "" 
",positive
"charlie sheen stars as zane , a radio astronomer who listens for sounds from other lifeforms . 
",positive
"field of dreams almost defies description . 
",positive
"making a sequel to a widely beloved film is a weighty proposition indeed , especially when the first film is considered by many to be a masterpiece . 
",positive
"let me first say that the conditions that i was forced to watch the matrix under were less than ideal . 
",positive
"alchemy is steeped in shades of blue . 
",positive
"who would have thought ? 
",positive
"capsule : this is a harrowing look at a rarely dramatized chapter of wwii , life in a japanese prison camp . 
",positive
"another 'independent film' , this comedy , which was brought by miramax for $5 million , is good fun . 
",positive
"a frequent error is the categorization of a terrorist as a soldier or a common criminal . 
",positive
"very few people would be unaware of beavis & butt-head ( both created and narrated by mike judge ) . 
",positive
"let me start off by saying that leading up to the release of the latest bond film , i really wasn't looking forward to it as much as i have with some of the previous films . 
",positive
"seen september 5 , 1998 at 10 p . m . at the sony nickelodeon theaters ( boston , ma ) , theater #2 , with matt perreault for free using my sony/loews critic's pass . 
",positive
"the characters in "" palmetto "" collectively sweat enough to fill lake erie , and it's just the right way to capture the film's ripe atmosphere of sensuality , tension and even farce . 
",positive
" "" you've got mail "" is the very definition of a "" cute "" movie . 
",positive
"with the sudden liberal emergence of personal privacy abounding in the news lately , what with that whole clinton thing going on ( you know , 100 million bucks to discover the president got boinked by an intern - oh , please , government , waste my taxes just a bit more , would you ? ) , 
",positive
"mary norton's children's book series , the borrowers , has been made into several below-average television movies . 
",positive
"touchstone pictures and spyglass entertainment presents a birnbaum / barber production in association with a jackie chan films limited production jackie chan owen wilson "" shanghai noon "" lucy liu music by randy edelman co producers ned dowd jules daly executive producer jackie chan willie chan and solon so produced by roger birnbaum gary barber and jonathan glickman written by alfred gough & miles millar directed by tom dey 
",positive
"the reunion film is not an original idea in any way , shape , or form . 
",positive
"once upon a time a solitary ogre named shrek ( mike myers ) was really annoyed to discover that his swamp had been invaded by three blind mice , seven dwarves and all the other fairy tale characters in the land , banished from their home by lord farquaad ( john lithgow ) . 
",positive
"some movies have such an impact that they linger in your mind long after the credits have rolled , making you think carefully and recollect on what you have just seen . 
",positive
"`run lola run' , a german import that gained a stellar reputation at the sundance film festival , is a dazzling and kinetic film that deals with the subjects of fate and chance . 
",positive
"in "" the sweet hereafter , "" writer/director atom egoyan takes us beyond the tragedy of death into the tragedy of living . 
",positive
"when i first heard about scream in 1996 , i was told that it was a spoof of horror movies . 
",positive
"in present day hanoi , three sisters reflect on their parents' relationship while trying to define their own in writer/director tran anh hung's ( "" the scent of green papaya "" ) "" the vertical ray of the sun . "" 
",positive
"star wars : episode i - the phantom menace review 
",positive
"bob the happy bastard's quickie review : 
",positive
"while watching "" shallow grave , "" i found myself periodically noticing thematic similarities to the coens' "" blood simple . "" 
",positive
"since most movies about slavery shield us from the true horrors of what they're portraying , it's fitting to say that "" beloved "" come as a real shock as a film . 
",positive
"usually a movie is about something more than a soiled rug , but not the big lebowski . 
",positive
"with the opening scene of a young couple in a van pulling up , loading their guns , kissing each other and uttering what sounds like "" rock and roll ! "" 
",positive
"it's not often that i laugh so hard at a movie that my head hurts . 
",positive
"it's hard not to recommend "" the others . "" 
",positive
" "" a private matter "" is based on the true story of sherri finkbine and the events in her life during the 1960s . 
",positive
"director jan de bont certainly knows how to make top quality action films . 
",positive
"after indecent proposal and up close and personal , redford was wise to direct himself in a picture at last . 
",positive
"sam ( matthew broderick ) is an astronomer in a small american town and engaged to teacher linda ( kelly preston ) . 
",positive
"copyright 1996 graeme huggan carry on henry is all about henry viii and his eight wives ! 
",positive
"this "" dumb "" cowboy blondie who thinks he is a `darn' good loverboy , decides to leave his dusty ol' town somewhere in texas and go to new york . 
",positive
"playwright tom stoppard and screenwriter marc norman took on an astonishingly difficult task : they wanted to write a script about william shakespeare that parallels shakespeare's works . 
",positive
"titantic , writer and director james cameron's much anticipated and sometimes ridiculed $200 , 000 , 000 epic , arrives shortly into the theaters so the question naturally arises , whether the film is worth it ? 
",positive
"the sweet hereafter could serve as a textbook example of the difference between television movies and "" real "" movies . 
",positive
" ( warning to those who have not seen seven : this review contains some spoiler information . ) 
",positive
"modern audiences are more likely to be familiar with les misirables from the pop-broadway musical rather than victor hugo's original tome . 
",positive
"i was born in 1970 , which makes me barely old enough to remember bell buttons , 8 tracks and disco . 
",positive
"i remember making a pact , right after `patch adams' , to not be easily be suckered by movies dripping with sentimentality . 
",positive
"vannesa kensington : `austin , do you smoke after sex ? ' austin powers : `i don't know baby , i've never looked ! ' 
",positive
"the premise of the new teen-targeted horror film `final destination' causes a recollection of a memorable `simpsons' halloween episode . 
",positive
"it is easy to see why the late stanley kubrick believed steven spielberg would be the perfect director for his a . i . 
",positive
"here's a word analogy : amistad is to the lost world as schindler's list is to jurassic park . 
",positive
"you know you're in for a truly different cinematic experience the moment you realize steve buscemi has been cast as the movie in question's most normal character . 
",positive
"a couple of months ago , when i first downloaded the face/off trailer from the net , my initial reaction was a fourteen carrot gold 'yawn' . 
",positive
"those print and television ads trumpeting that "" 'grease' is still the word "" are right on the money . 
",positive
"the party is one of those classic slapstick comedies that will leave you , at times , cracking up . 
",positive
"once again , the battle is dreamworks versus disney : earlier this year , the mammoth companies fought to the death with their end-of-the-world asteroid flicks , deep impact and armageddon . 
",positive
"eight years after its release , disney has decided to re-release the little mermaid theatrically for 17 days ( and 17 long nights ) only . 
",positive
"in a flashback , the teenage girl in the eccentric family in the canadian film , the hanging garden , tells her senile grandmother that she is going to a school dance . 
",positive
" ( dimension films , "" scream 2 "" 's distributor , has asked press to say extremely little -- if anything -- about the film's twisty plot . 
",positive
"edward zwick's "" the siege "" raises more questions than it can convincingly answer or even clearly articulate . 
",positive
"a movie that's been as highly built up as the truman show , with reviews boasting , "" the film of the decade ! "" 
",positive
"go's is a gloriously slick hip machine . 
",positive
"what's shocking about "" carlito's way "" is how good it is . 
",positive
"life is beautiful is a rare treat : a lighthearted comedy that tackles a very serious subject without committing the sins of being disrespectful , or , even worse , humorless . 
",positive
"you've probably heard the one about the priest and the rabbi , but never with the same dosage of featherweight charm that is sprinkled over `keeping the faith' . 
",positive
"naturally , at the core of leon gast's "" when we were kings "" is the fight itself , for what a fight it was . 
",positive
"kolya is one of the richest films i've seen in some time . 
",positive
"anna and the king strides onto the screen in full regalia , wearing a brilliant suit of sumptuous landscapes , deep , vibrant colors and an epic storyline . 
",positive
"while screen adaptations of john irving's novels have been disappointingly uneven , the films have all shared one particular strength : key casting . 
",positive
"scream 2 has a titillating little scene that lays down the unwritten law of horror movie sequels quite well . 
",positive
"devotees of robert a . heinlein , be forewarned : paul verhoeven's starship troopers is less an adaptation of heinlein's novel than it is a literary satire . 
",positive
"no , it is not a bad film , in fact it is so good in achieving its = purpose , i actually wished for the film to end itself quickly . 
",positive
"the "" italian hitchcock "" and acknowledged master of the giallo murder-mystery dario argento again offers us a fascinating turn on the formula in pheneomena . 
",positive
"film adaptation of hunter s . thompson's infamous semi-autobiographical hallucinogen-fueled book of the same title . 
",positive
"what is freedom ? 
",positive
"your friends and neighbors is a rather bizarre film about 6 people , who hop in and out of bed with each other . 
",positive
"i love this movie , and i've just seen for the umptenth time . 
",positive
"i remember seeing the trailer of the black cauldron on the pinocchio video . 
",positive
"quiz show , an almost perfectly accurate true story , is based upon the events of the popular television show of the mid-50's , "" twenty-one "" . 
",positive
"is jimmy stewart the greatest actor of all-time ? 
",positive
"every once in a while you see a film that is so effective in delivering the goods that it is easy to forget , and forgive , its glaring imperfections . 
",positive
"men in black is an explosive mix of science fiction , action , and comedy that hits the target in every possible way . 
",positive
"ralph fiennes is carving out a nice niche for himself in the genre of period piece romances . 
",positive
"in october of 1962 the united states found itself on the brink of nuclear holocaust when u2 spy plane fly-overs of cuba revealed that the soviet union was actively deploying and installing medium range ballistic missiles 90 miles from the us . 
",positive
"true faith and its expression through organized religion is a difficult subject for a motion picture to tackle head-on , which is probably why so few of them do it . 
",positive
"when a someone journeys to the theater to see a comedy , he always risks having to sit through inanity such as what we recently saw in films like edtv and office space . 
",positive
"almost a full decade before steven spielberg's saving private ryan asked whether a film could be both "" anti war "" and "" pro-soldier "" , john irvin's hamburger hill proved it could . 
",positive
"in these days of overlong movies ( meet joe black , the thin red line , the mask of zorro ) it is a shame that films like waking ned devine can't be longer than a paltry 90 minutes . 
",positive
"dark city is such a rare treat : it ? s a stunning , hyperkinetic vision of a place where our reality is fused with noir , science fiction and the darkest nights in manhattan and london . 
",positive
"anyone who saw alan rickman's finely-realized performances in truly madly deeply and sense and sensibility will be unsurprised that the actor-turned-director is a bit of a poet at heart . 
",positive
"i want to correct what i wrote last year in my retrospective of david lean's war picture . 
",positive
"recently i read 4 reviews of pleasantville-one from entertainment weekly , one from a newsgroup , and two from different online resources . 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
"robocop is an intelligent science fiction thriller and social satire , one with class and style . 
",positive
"probably the most popular and praised film of all time , turned out to be a primitive and predictable costume drama with a dose of social criticism . 
",positive
"cinema has been around for about a hundred years now . ? 
",positive
"it's no secret in the motion picture industry that the relationship between a script and the actors involved often makes or breaks a movie at the box office . 
",positive
"when andy leaves for cowboy camp , his mother holds a yard sale and scrounges in his room for old toys . 
",positive
"david lynch's "" blue velvet "" begins and ends with colorful , bright shots of flowers and happy americans mowing their lawns in a seemingly perfect american town . 
",positive
"if chris farley had strapped some fake mutton-chop sideburns to each side of his head , spoken with a thick irish accent , and tried his damnedest to play it straight , he wouldn't have been nearly as funny as brendan gleeson in "" i went down . "" 
",positive
" "" you leave little notes on my pillow . 
",positive
"ingredients : lost parrot trying to get home , friends 
",positive
"tempe mills cinema , az--this movie had us in non-stop stitches from beginning to end . 
",positive
"there is nothing like american history x in theaters or on video . 
",positive
"john von neumann , progenitor of the computer age and critically important mathematician on the manhattan project , pointed out long ago that there is a great way to explore the cosmos , even without recourse to faster-than light travel . 
",positive
"as the small boats rock slowly toward the shore at omaha beach normandy on d-day , the weary , seasick soldiers take a deep breath and open the large protective shield at the back of the boat . 
",positive
" "" the faculty , "" the heavily-hyped and advertised sci-fi/horror film that has teamed up director robert rodriguez ( 1995's "" desperado "" and 1996's "" from dusk till dawn "" ) and screenwriter kevin williamson ( 1996's "" scream "" and 1997's "" scream 2 "" ) , is being called a cross between "" invasion of the body snatchers "" and "" the breakfast club , "" and i don't think i could describe it any better than that . 
",positive
"the central focus of michael winterbottom's "" welcome to sarajevo "" is sarajevo itself , the city under siege , and its different effect on the characters unfortunate enough to be stuck there . 
",positive
"after the average mouse hunt , the silly small soldiers and the entertaining antz , dreamworks try again with the children's film market with this stunning adaptation of the moses story . 
",positive
"i have seen several ( but not that many ) woody allen movies . 
",positive
"fritz lang's first american film since leaving nazi germany , is an eye-opener about a lynch mob in a small town . 
",positive
"veteran actor clint eastwood has never looked as grizzled as he does in true crime , his latest directorial effort . 
",positive
"those of you who frequently read my reviews are not likely to be surprised by the fact that i have not read victor hugo's novel les miserables . 
",positive
"this is a stagy film adapted from roger rueff's play "" hospitality suite . ''its 
",positive
"the coen brothers are back again , this time with homer's "" odyssey "" as the backdrop in their tale of three fugitives from a mississippi chain gang who trek across the south to find a secret treasure in "" o brother , where art thou ? "" 
",positive
"contact ( pg ) there's a moment late in robert zemeckis's contact where i was reminded of why i started writing movie reviews in the first place . 
",positive
"satirical films usually fall into one of two categories : 1 ) long-term satire where everything , including the jokes , is somehow related on a large scale ( i . e . 
",positive
"after sixteen years francis ford copolla has again returned to his favorite project , making the third installment in the godfather-trilogy . 
",positive
"bruce willis is a type-casted actor . 
",positive
"there must be some unwritten rule that states , one gets enlightenment not in the way one expects to get enlightenment but in the commitment given to seeking wisdom , even if it is a foolish road one is on and it seems to be leading nowhere . 
",positive
"did claus von bulow try to kill his wife sunny in their newport mansion ? 
",positive
"driving miss daisy takes its sweet time to tell a small , intimate story . 
",positive
"when people are talking about good old times , they actually want to make some bad times look better . 
",positive
"note : ordinarily , moviereviews . org will not give away any critical plot points of a film that could be interpreted as "" spoilers . "" 
",positive
"seen april 16 , 1999 at 10 p . m . at crossgates cinema 18 ( guilderland , n . y . ) , theater #15 , by myself for free using my hoyts' critic's pass . 
",positive
"mars attacks ! 
",positive
"when i was asked to see this movie with a friend , my initial reaction was ? not hugh grant ! ' 
",positive
"you'd think it would be easy to spoof star trek , but try spoofing it without cruelly mocking it . 
",positive
"in my review of there's something about mary , i said something to the effect of "" laughter isn't everything . "" 
",positive
"showgirls is the second major outing for the production team of pual verhoeven , director , and joe eszterhas , writer . 
",positive
"it has been three long years since quentin tarantino stunned the cinema world by claiming the cannes film festival's palme d'or , a $100 million-plus box office gross , and an oscar nomination ? all for his sophomore outing , pulp fiction . 
",positive
"one of the biggest cliches of any serial killer film is also one of the most believable . 
",positive
"i was originally going to give the spanish prisoner two and half stars . 
",positive
"an unhappy italian housewife , a lonely waiter , a goofy masseuse , lots of love , and gorgeous scenery all come together in bread and tulips , which proves charming despite its covering of predictable , well-worn material . 
",positive
"after the terminally bleak reservoir dogs and the brutally violent pulp fiction , jackie brown seems like something of a light-hearted departure for quentin tarantino . 
",positive
"upon taking a seat at the theater , and surveying the crowd , i soon realized that i was the only person under forty in the premises . 
",positive
"in may of 1977 , just 2 years after steven spielberg's success with jaws and 3 years after francis coppolas' the godfather , a risky , ambitious young director named george lucas went for the same unpredictable box office success . 
",positive
"`strange days' chronicles the last two days of 1999 in los angeles . 
",positive
"there's a thin line between satire and controversy , and mike nichols ( the birdcage , wolf ) has directed a sharp and very honest look at a us presidential election . 
",positive
"it was only a matter of time before a dilbert-esque office comedy hit the screens . 
",positive
"all those who were offended by there's something about mary should not tread in the waters of american pie , a gratuitously sexual rollercoaster ride of raunch . 
",positive
"albert brooks saves the day , just in the nick of time . 
",positive
"for more than a decade , anjelica huston has been one of america's finest actresses . 
",positive
"razor blade smile running as part of the vancouver international film festival played october 2nd and 4th , 1998 . 
",positive
"pitch black is a sheep in wolf's clothing . 
",positive
"seen february 15 , 1998 on home video ( borrowed from chris wessell ) . 
",positive
" "" sometimes the 'green mile' seems sooooo long . "" 
",positive
"i guess there are those who have never been kissed before ( a rare and dying breed ) , except if you're child ? in which case it would be called experimenting . 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
"in chocolat , a chocolate shop owner tells her customers to look into a spinning object of obscure textures , patterns , and lines , hoping she'll be able to foresee the kind of chocolate they'll most enjoy . 
",positive
"while alex browning ( devon sawa ) waits at jfk to leave for a school trip to paris , bad omens seem to surround him . 
",positive
"assume nothing . 
",positive
"the question isn't why has grease been reissued . 
",positive
"let's face it : since waterworld floated by , the summer movie season has grown * very * stale . 
",positive
"if beavis and butthead had a favorite movie , from dusk till dawn would probably be it . 
",positive
"the small-scale film , in limited release , "" waking ned devine "" is a pleasant excursion to a time and place which allows the audience to absorb the full texture of a small town . 
",positive
"warren beatty's "" bulworth "" is a caustic political comedy that doesn't attack any particular political group , but rather the ingrained insincerity that has infected the american political system . 
",positive
"when i saw the trailer for this film , i laughed harder than i had in quite some time . 
",positive
"plot : a young recruit gets plucked out of nowhere by the number one gangster in london and quickly becomes a staple by his side . 
",positive
"bruce lee was a bigger-than-life martial artist ( and ) actor . 
",positive
"clint eastwood , in his ripe old age , is cashing one talent in for another . 
",positive
"meet joe black is your classic boy-meets-girl , boy-likes-girl , boy-gets-killed-in-horrible-accident , supernatural-entity-takes-over-boy's-body , supernatural-entity-falls-in-love-with-girl story . 
",positive
"buffalo ? 66 is a very rarely known movie that stars vincent gallo and christina ricci . 
",positive
"after being hypnotized , a man believes there is a ghost in his house . 
",positive
"being the self-proclaimed professional film critic that i am , i am somewhat embarrassed to admit that i had not seen lawrence of arabia ( coming soon to dvd ) until only recently . 
",positive
"my summer was recently saved by two very different movies . 
",positive
"so many students strive to get into schools such as harvard of princeton , but they just don't get the good grades . 
",positive
"available for rental - october 12 , 1999 
",positive
"my filmcritic . com 
",positive
"what i look for in a movie is not necessarily perfection . 
",positive
"mike myers , you certainly did throw us a ? frickin' bone here in what you call ? the biggest austin powers adventure yet . ' 
",positive
"it is with hesitance that i call "" apocalypse now "" a masterpiece . 
",positive
"the verdict : spine-chilling drama from horror maestro stephen king , featuring an outstanding , oscar-winning performance from kathy bates . 
",positive
"an indian runner was more than a courier . 
",positive
"seen july 8 , 1998 at the crossgates cinema 18 , ( albany , ny ) , theater #7 , at 8 : 15 p . m . with my mom using hoyts cinema cash . 
",positive
"not since attending an ingmar bergman retrospective a few years ago have i seen a film as uncompromising in its portrayal of emotional truth as secrets & lies . 
",positive
"after a successful run in australia last year , and with much critical praise heaped upon it , muriel's wedding opens into medium release this weekend in north america . 
",positive
"every once in a while , a film sneaks up on me and takes me completely by surprise . 
",positive
" "" through a spyglass , i could see everything . "" 
",positive
"wong kar-wei's "" fallen angels "" is , on a purely visceral level , one of the most exciting films i've seen in a long while . 
",positive
"city of angels is the kind of love story that i enjoy the most : thought-provoking , moving , and completely unsentimental . 
",positive
"have you ever wondered if death is something that simply happens naturally , at any given moment , in life ? 
",positive
"originally entitled dancing about architecture ( i . e . 
",positive
" "" well this is not mission : difficult , mr . hunt , it's mission : impossible . 
",positive
"robert redford is very good at playing characters who have incredible , god-given gifts , but are able to act like ordinary people . 
",positive
